rec_id_medical,ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,rec_id_education,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
rec-98555,h152523249,16, 3599  31065  2  2 ,,165,88,32,72,107,0,tripped-over-object-and-fell,2019-11-13t15:58+00:00,R25925432,17,senior-secondary-school,casual-worker,0.0, 8173  1804  3626  2758 ,2,2020-05-02t20:03+00:00,hobert,lawrence,wilson,m,11/03/2003, 565  lorne  road  wormbete ,winchelsea,3241.0,vic, 03  4825  3018 ,hobert.wilson@hotmail.com
rec-80658,d118385247,7, 3289  78674  1  3 ,,119,25,17,77,157,0,chest-pain-on-exercise,2020-04-18t17:51+00:00,R74182853,7,primary-school,,,,0,2020-02-23t03:13+00:00,steven,brandon,shepard,f,15/09/2013, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  2303  2262 ,steven70@hotmail.com
rec-80658,d118385247,7, 3289  78674  1  3 ,,119,25,17,77,157,0,chest-pain-on-exercise,2020-04-18t17:51+00:00,R42783581,7,primary-school,,0.0,,0,2020-02-23t03:13+00:00,steven,brandon,shepard,f,15/09/2013, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  2303  2262 ,steven70@hotmail.com
rec-63611,d129558813,10, 1544  69752  1  2 ,,137,51,27,66,121,0,low-energy,2015-04-08t23:08+00:00,R35581928,15,secondary-school,,0.0,,0,2020-02-22t09:02+00:00,william,patrick,black,m,01/11/2005, 68  chatham  avenue  taree  medical  centre ,taree,2600.0,nsw, 02  3786  2031 ,black.william@hotmail.com
rec-70076,a196450076,10, 4631  86567  1  2 ,,125,50,32,77,122,0,left-lower-arm-abrasions,2015-04-03t07:03+00:00,R79646005,15,secondary-school,,0.0,,0,2020-03-19t18:08+00:00,bruce,taylor,davis,f,31/12/2005, 1  opal  field  road  sheepyard ,grawin,2832.0,nsw, 02  7040  5155 ,davis29@hotmail.com
rec-76164,f164542311,7, 6320  69157  2  3 ,,122,26,17,77,121,0,hallucination,2020-05-15t02:15+00:00,R21134465,7,primary-school,,-9999.0,,0,2020-07-23t01:40+00:00,johnny,tal,watkins,f,16/02/2013, 280  north  street  st  andrew's  hospital ,toowoomba,4350.0,qld, 07  5833  9947 ,watkins.johnny@gmail.com
rec-35988,d169304355,8, 8215  46426  1  2 ,,122,28,18,76,142,0,muscloskeletal-pain,2020-03-16t03:26+00:00,R49350356,8,primary-school,,,,0,2020-04-04t06:06+00:00,ronald,t,weddle,m,13/12/2012, 3  stokes  road  clifton  waters ,bairnsdale,3875.0,vic, 03  8709  1114 ,weddle.ronald@mail.com.au
rec-84387,b183007201,9, 8309  26176  2  2 ,,122,41,27,81,183,0,iatrogenic-right-lower-extremity-bleeding,2012-05-09t19:13+00:00,R10837020,17,senior-secondary-school,casual-worker,0.0, 6023  2972  2263  4140 ,2,2020-03-07t17:20+00:00,jonathan,lee,williams,f,03/09/2003, 56  logue  court  tipperary  farming  entrance ,walkaway,6528.0,wa, 08  8320  9683 ,bktmnktihd@aol.com
rec-66826,c173363388,12, 6752  10870  1  3 ,,150,67,29,77,178,0,chronic-diverticulitis,2015-12-17t19:29+00:00,R76383338,17,senior-secondary-school,casual-worker,0.0, 1550  5134  5804  9617 ,2,2020-03-05t02:36+00:00,glynn,edward,scott,m,12/10/2003, 1  sawpit  gully  road  bridge  creek  street ,mansfield,3284.0,vic, 03  1832  6248 ,glynn89@gmail.com
rec-17435,b116932853,10, 7200  26111  1  2 ,,137,-99,15,71,131,0,headaches,2020-04-26t04:35+00:00,R61298353,10,primary-school,,-9999.0,,0,2020-07-06t09:09+00:00,tucker,arnold,ennis,f,15/08/2010, 5  harrisons  lane  learning  earth  farm , cardiff  heights ,2285.0,nsw, 02  5271  2719 ,tucker65@mail.com.au
rec-33828,h169947662,13, 7964  45893  1  3 ,,153,73,31,80,181,0,shortness-of-breath,2015-01-03t12:03+00:00,R46699726,18,senior-secondary-school,casual-worker,0.0, 5077  3266  4781  0843 ,1,2020-03-21t08:30+00:00,johnny,johannes,harris,m,14/04/2002, 102  crown  street  wollongong  mall ,wollongong,2250.0,nsw, 02  6294  0405 ,harris79@mail.com
rec-74009,f148647908,9, 2239  22986  2  2 ,,140,26,13,74,222,0,urinary-tract-infection,2017-06-07t08:25+00:00,R44897806,12,secondary-school,,,,0,2020-04-07t03:03+00:00,scott,thoreau,jackson,f,18/06/2008, 7  narromine  street  kirribili ,nevertire,2831.0,nsw, 02  8005  1462 ,scott98@hotmail.com
rec-99795,e197439950,13, 2828  46459  2  2 ,,153,44,18,73,207,0,arthralgia-pain.-5th-mcp-joint,2017-04-22t17:12+00:00,R34095979,16,senior-secondary-school,casual-worker,0.0, 9523  9363  7800  6112 ,3,2020-06-05t20:53+00:00,anthony,j,elkins,f,27/11/2004, 1  neptune  street  bonner  court ,woden,2606.0,act, 02  8871  9575 ,anthony.elkins@yahoo.com
rec-90023,a121103788,11, 2442  62171  2  2 ,,140,39,19,74,196,0,low-energy,2015-12-19t14:59+00:00,R82181730,16,senior-secondary-school,casual-worker,, 9954  0424  1198  3095 ,3,2020-06-01t03:14+00:00,anthony,michael,hawkins,f,13/08/2004, 341  crown  street  piccadilly  centre ,wollongong,2500.0,nsw, 02  6810  0914 ,hawkins4@hotmail.com
rec-89421,a138892393,9, 3803  10084  2  3 ,,131,32,18,71,102,0,drowsiness,2013-08-13t03:11+00:00,R82339893,16,senior-secondary-school,casual-worker,-9999.0, 4020  0380  8663  0105 ,3,2020-06-17t14:36+00:00,edmond,lamont,hart,f,25/08/2004, 25  davistown  road  alloura  waters  retirement  vlge  (cnr  murn ,davistown,2251.0,nsw, 02  6027  7329 ,jjggocabnt@mail.com
rec-93999,g105647738,15, 7459  13342  2  3 ,,164,70,26,74,141,0,tremor,2018-06-19t06:52+00:00,R77653804,17,senior-secondary-school,casual-worker,0.0, 5380  2379  0600  3206 ,2,2020-06-27t02:42+00:00,edward,mccoy,parker,f,19/07/2003, 89  grevillea  court  tarcoola ,shepparton,3630.0,vic, 03  5616  3840 ,edward.parker@hotmail.com
rec-94231,h191899686,11, 4527  28459  2  3 ,,144,44,21,72,215,0,rash,2015-05-10t08:57+00:00,R98919668,16,senior-secondary-school,casual-worker,0.0, 2035  6181  2258  7404 ,3,2020-04-11t12:57+00:00,robert,dewane,cannady,f,13/02/2004, 64  smith  street  manolas  bldg ,darwin,800.0,nt, 08  8470  1257 ,gldnhqblig@gmail.com
rec-9035,a127218085,8, 1436  61262  2  2 ,,127,39,24,72,148,0,bruising-at-site-of-lumbar-puncture,2012-05-04t02:01+00:00,R17882250,16,senior-secondary-school,casual-worker,-9999.0, 8725  2470  2841  0394 ,3,2020-04-11t11:03+00:00,william,greg,smith,f,04/04/2004, 1  honeysuckle  drive  wyneden , blackmans  bay ,7052.0,tas,,smith56@aol.com
rec-70398,c155638184,8, 5348  29633  1  2 ,,121,-99,19,77,231,0,rash-(superficial-perivascular-dermatitis)---left-wrist,2015-07-05t22:58+00:00,R51654388,13,secondary-school,,0.0,,0,2020-04-19t20:28+00:00,larry,kirk,wade,f,15/09/2007, 16  picaroon  place  port  mandurah  canal  estate , halls  head ,6210.0,wa, 08  3651  2403 ,larry50@mail.com
rec-7460,d135912598,12, 1953  71746  2  3 ,,155,47,19,73,188,0,hypothyroidism,2016-03-19t04:19+00:00,R29958531,16,senior-secondary-school,casual-worker,, 6170  6081  6574  5941 ,3,2020-06-20t08:58+00:00,cynthia,mcmasters,johnson,f,03/09/2004, 60  waratah  way  melrose  clinic ,wodonga,3690.0,vic, 02  5026  4548 ,cynthia71@yahoo.com
rec-7460,d135912598,12, 1953  71746  2  3 ,,155,47,19,73,188,0,hypothyroidism,2016-03-19t04:19+00:00,R18929535,13,senior-secondary-school,casual-worker,-9999.0, 6170  6081  6574  5941 ,3,2017-03-27T08:32+00:00,cynthia,mcmasters,johnson,f,03/09/2004, 60  waratah  way  melrose  clinic ,wodonga,3690.0,vic, 02  5026  4548 ,cynthia71@yahoo.com
rec-19426,c190887321,9, 1392  64847  2  2 ,,147,37,17,71,217,0,dry-mouth,2016-12-01t23:14+00:00,R97320881,16,senior-secondary-school,casual-worker,0.0, 9365  5541  9560  6696 ,3,2020-02-09t06:04+00:00,donna,b,hicks,m,22/06/2004, 23  maleela  avenue  balwyn  manor ,balwyn,3103.0,vic, 03  2273  1866 ,obtfcsrrgg.aol.com
rec-3226,a105768490,5, 2646  56205  1  2 ,,100,-99,19,74,103,0,paroxysmal-atrial-fibrillation,2020-02-23t19:38+00:00,R79085640,5,pre-school,,,,0,2020-07-13t01:41+00:00,sallee,lindsey,tinney,m,11/06/2015, 29  old  dubbo  road  gleneira ,dubbo,2830.0,nsw, 02  2271  6225 ,sallee.tinney@gmail.com
rec-35157,b137304968,6, 1275  41942  2  3 ,,128,26,15,75,187,0,acute-diverticulitis,2012-02-19t20:37+00:00,R86074393,15,secondary-school,,0.0,,0,2020-05-22t24:54+00:00,kenneth,smith,sommers,m,21/05/2005, 170  common  road  dangaroo  park ,mudgee,2625.0,nsw, 02  7869  8414 ,kenneth.sommers.aol.com
rec-2659,d145128682,14, 6542  65839  2  3 ,,158,-99,19,76,164,0,left-elbow-and-wrist-pain,2017-02-06t11:41+00:00,R45128682,17,senior-secondary-school,casual-worker,0.0, 2221  3696  2384  9319 ,2,2020-06-20t04:15+00:00,augusta,williams,radford,f,10/09/2003, 100  howey  street  weeroona ,gisborne,3437.0,vic, 03  5550  1722 ,radford.augusta@yahoo.com
rec-75735,e109075830,5, 2112  66052  1  2 ,,110,27,22,78,278,0,basal-cell---nose---l-side,2014-03-18t01:26+00:00,R00530978,13,secondary-school,,0.0,,0,2020-06-02t13:28+00:00,bobby,keith,barnes,f,17/02/2007, 5  allamurr  court  dunbar  heights ,palmerston,830.0,nt, 08  3038  1252 ,bobby85.gmail.com
rec-59190,g135643468,10, 2516  80122  1  3 ,,127,38,23,78,177,0,constipation,2019-03-27t24:06+00:00,R53646384,11,primary-school,,,,0,2020-02-09t21:40+00:00,winifred,sun,krause,f,05/10/2009, 26  mitchell  street  mallam  chambers ,darwin,800.0,nt, 08  8149  7779 ,winifred.krause@mail.com.au
rec-74647,g199655129,9, 4566  70572  2  2 ,,140,-99,14,71,241,0,glaucoma,2015-06-09t18:02+00:00,R91592596,14,secondary-school,,0.0,,0,2020-03-09t23:46+00:00,anthony,rackley,stutts,f,01/07/2006, 1  neptune  street  bonner  court ,woden,2606.0,act, 02  7573  3110 ,anthony58@hotmail.com
rec-76551,c133651921,10, 7232  64736  1  3 ,,136,54,29,80,119,0,enlarged-prostate,2013-08-15t01:17+00:00,R93251361,17,senior-secondary-school,casual-worker,, 4816  7913  9071  4886 ,2,2020-01-07t03:27+00:00,howard,todd,somerville,f,02/05/2003, 9  charnwood  road  flt  2 , st  kilda ,3182.0,vic, 03  2440  1322 ,somerville.howard@aol.com
rec-22249,i139487847,11, 4798  89925  1  3 ,,125,50,32,77,164,0,hypokalemia,2018-05-15t24:31+00:00,R73884749,13,secondary-school,,,,0,2020-07-19t07:56+00:00,jerry,richard,gardner,m,17/10/2007, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  1131  7855 ,
rec-22249,i139487847,11, 4798  89925  1  3 ,,125,50,32,77,164,0,hypokalemia,2018-05-15t24:31+00:00,R88743947,9,secondary-school,,0.0,,0,2016-01-15T22:09+00:00,jerry,richard,gardner,m,17/10/2007, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  1131  7855 ,gardner2@yahoo.com
rec-30865,e191090774,6, 8555  25423  2  2 ,,117,-99,19,79,162,0,cramping,2012-11-20t21:34+00:00,R74070199,14,secondary-school,,,,0,2020-06-08t24:31+00:00,johnny,frank,travers,m,07/08/2006, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  9678  9166 ,travers29.gmail.com
rec-63177,f140557457,9, 2448  16160  2  3 ,,141,25,12,77,120,0,insomnia,2018-06-14t24:22+00:00,R77540455,11,primary-school,,0.0,,0,2020-02-21t14:18+00:00,carrie,c,woodley,f,16/03/2009, 234  willarong  road  villa  4 ,caringbah,2229.0,nsw, 02  0143  2134 ,carrie7@mail.com.au
rec-56563,g127162592,9, 5882  76531  1  3 ,,125,-99,17,76,270,0,perforated-ear-drum-(l)-ear-with-development-of-blood-clot,2015-05-25t12:26+00:00,R21752269,14,secondary-school,,0.0,,0,2020-06-15t06:24+00:00,dilara,esther,fox,m,06/10/2006, 425  toorak  road  flt  16 ,toorak,3073.0,vic, 03  8061  5274 ,fox15@gmail.com
rec-47827,b172499731,5, 2511  84212  1  2 ,,107,-99,17,71,158,0,bronchitis,2020-07-14t09:40+00:00,R27947319,5,pre-school,,0.0,,0,2020-06-24t15:48+00:00,randy,w,gibson,f,27/05/2015, 7  amiens  avenue  wisspering  pine , derwent  park ,7009.0,tas, 03  8147  5764 ,gibson80@hotmail.com
rec-53300,a144111874,10, 9348  52864  2  2 ,,122,30,20,80,113,0,mild-anxiety,2013-01-08t15:03+00:00,R84144711,17,senior-secondary-school,casual-worker,0.0, 6246  3909  7868  1492 ,2,2020-06-19t06:20+00:00,kathrine,price,williams,f,14/05/2003, 55  wetherby  road  flea , howard  springs ,835.0,nt, 08  6586  7696 ,kathrine.williams@hotmail.com
rec-78735,i167133681,11, 7777  87659  1  2 ,,134,39,21,70,161,0,celiac's-disease,2016-07-05t21:55+00:00,R81163736,15,secondary-school,,0.0,,0,2020-03-25t15:43+00:00,mark,donald,carr,f,31/07/2005, 26  dix  street  flt  4 ,margate,4019.0,qld, 07  1378  9720 ,mark.carr@mail.com
rec-52220,a154233304,14, 5904  24674  2  3 ,,167,-99,29,78,96,0,chest-pain,2019-04-06t10:31+00:00,R42303354,15,secondary-school,,-9999.0,,0,2020-05-05t17:21+00:00,tanya,c,atkins,f,13/02/2005, 105  ridgeway  avenue  villas  on  the  park ,southport,4215.0,qld, 07  1224  9348 ,atkins6@gmail.com
rec-92811,e110454015,12, 8285  68254  1  3 ,,132,47,26,75,90,0,l.-lower-lid-blepharoplasty,2014-03-10t01:46+00:00,R04515014,18,senior-secondary-school,casual-worker,0.0, 1175  9175  5471  0410 ,1,2020-01-05t21:16+00:00,samuel,earley,shimpock,f,06/11/2002, 67  pakington  street  flt  10 , st  kilda ,3182.0,vic, 03  5371  0857 ,
rec-87382,h193644222,13, 6290  36592  2  2 ,,144,45,21,81,123,0,infection---right-thigh,2018-04-19t11:34+00:00,R24394622,15,secondary-school,,0.0,,0,2020-03-19t23:32+00:00,larry,dean,casterella,f,05/12/2005, 17  circassion  street  media  park  hostel , st  helens ,7216.0,tas, 03  3324  4351 ,casterella92@hotmail.com
rec-2800,b171765033,8, 1575  51269  1  3 ,,138,36,18,74,152,0,musculoskeletal-pain-(hips,2016-07-22t15:36+00:00,R73507631,12,secondary-school,,0.0,,0,2020-05-22t09:40+00:00,wendy,anderson,fisher,f,05/05/2008, 70  hansford  road  emerald  garden ,coombabah,4216.0,qld, 07  9081  2035 ,wendy15@hotmail.com
rec-5072,i139394740,8, 5079  68586  2  2 ,,124,30,19,75,221,0,hiatal-hernia-with-reflux-first-evidenced-with-episodes-of-coughing.,2020-05-15t04:04+00:00,R47339094,8,primary-school,,0.0,,0,2020-01-18t20:20+00:00,april,renee,yago,f,11/09/2012, 205  oxford  street  upstairs ,darlinghurst,2010.0,nsw, 02  1808  7974 ,april.yago@aol.com
rec-12921,f130868849,8, 6915  45891  1  3 ,,121,30,20,71,138,0,abdominal-discomfort-due-to-gall-bladder-stones,2020-02-25t19:28+00:00,R83898064,8,primary-school,,-9999.0,,0,2020-03-09t18:29+00:00,mickey,rebecca,hodges,f,21/07/2012, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  5677  0070 ,hodges.mickey@yahoo.com
rec-16013,c183616148,10, 8160  54015  1  3 ,,120,52,36,76,132,0,cold,2020-07-07t13:27+00:00,R81416368,10,primary-school,,,,0,2020-03-07t17:54+00:00,alvin,jahmar,myers,m,26/07/2010, 98  burraway  road  warrigunya ,brocklehurst,2830.0,nsw, 02  4387  2636 ,myers43@mail.com.au
rec-57854,f106572667,12, 1185  25202  1  2 ,,142,64,31,75,194,0,macular-degeneration,2018-03-26t11:50+00:00,R75760662,14,secondary-school,,,,0,2020-05-06t14:51+00:00,stephania,debardeleben,maloof,f,25/07/2006, 1  castledoyle  road  bentom ,armidale,2350.0,nsw, 02  8268  0675 ,stephania.maloof@hotmail.com
rec-57854,f106572667,12, 1185  25202  1  2 ,,142,64,31,75,194,0,macular-degeneration,2018-03-26t11:50+00:00,R66527670,13,secondary-school,,0.0,,0,2019-06-21T14:03+00:00,stephania,debardeleben,maloof,f,25/07/2006, 1  castledoyle  road  bentom ,armidale,2350.0,nsw, 03  6706  0638 ,stephania.maloof@hotmail.com
rec-32457,g146978646,9, 2028  21832  1  3 ,,130,41,24,83,128,0,tmj-clicking-and-some-pain,2020-01-05t01:47+00:00,R76494866,9,primary-school,,,,0,2020-04-27t21:26+00:00,emogene,renick,dyer,f,09/10/2011, 386  honour  avenue  rivergum  caravan  park ,corowa,2646.0,nsw, 02  0552  9806 ,dyer49@gmail.com
rec-8308,d114431596,8, 6349  27732  2  2 ,,149,46,20,74,210,0,chronic-kidney-failure,2018-08-16t19:26+00:00,R35419146,13,secondary-school,,0.0,,0,2020-03-23t09:42+00:00,deirdre,victoria,aguilar,f,26/10/2007, 35  willandra  street  lake  view , lake  cargelligo ,2672.0,nsw, 02  4318  7761 ,aguilar14.aol.com
rec-8063,i103401630,12, 1448  40454  1  2 ,,157,62,25,73,122,1,increased-fatigue,2016-04-03t05:01+00:00,R40031063,16,senior-secondary-school,casual-worker,-9999.0, 3564  7101  0938  9721 ,3,2020-05-11t09:32+00:00,timothy,henry,alston,f,04/07/2004, 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt, 08  6377  3438 ,timothy53@mail.com
rec-8063,i103401630,12, 1448  40454  1  2 ,,157,62,25,73,122,1,increased-fatigue,2016-04-03t05:01+00:00,R40063013,16,senior-secondary-school,casual-worker,0.0, 3564  7101  0938  9721 ,3,2020-05-11t09:32+00:00,timothy,henry,alston,f,04/07/2004, 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt, 08  6377  3438 ,timothy53@mail.com
rec-76431,h158613333,8, 3299  60818  1  3 ,,116,24,17,78,172,0,bicep-tendon-tear,2020-07-12t01:04+00:00,R13353386,8,primary-school,,0.0,,0,2020-02-13t21:48+00:00,gerard,jumi,haakenson,f,27/07/2012, 1  spring  range  road  tarra  lakeview ,hall,2618.0,act, 02  2471  8282 ,haakenson48@gmail.com
rec-12326,f195316963,15, 3838  76995  1  3 ,,177,94,30,71,206,1,sweating,2018-12-27t09:14+00:00,R31695693,17,senior-secondary-school,casual-worker,0.0, 1577  6237  5225  2652 ,2,2020-02-23t22:25+00:00,sandra,watkins,greene,m,24/12/2003, 201  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  3644  3813 ,greene.sandra@aol.com
rec-56997,a144167728,8, 6922  32101  2  2 ,,134,37,20,76,130,0,dizziness,2020-07-05t14:57+00:00,R76714482,8,primary-school,,0.0,,0,2020-03-20t16:24+00:00,maria,putnam,billups,m,20/02/2012, 21  station  street  flt  1 , wentworth  falls ,2782.0,nsw, 02  8956  6990 ,maria100@mail.com
rec-33986,a140506811,11, 9598  33960  1  2 ,,126,-99,23,70,107,0,fall,2019-01-18t16:17+00:00,R41580610,12,secondary-school,,-9999.0,,0,2020-07-08t20:46+00:00,trevor,terell,mont,m,02/05/2008, 1  barrett  drive  floreat  village , alice  springs ,870.0,nt, 08  6377  4552 ,mqrgrdkoec@gmail.com
rec-77619,e144008740,6, 8244  66705  1  3 ,,122,23,15,75,130,0,lp-(spinal)-headahce,2020-06-24t18:55+00:00,R78404400,6,primary-school,,0.0,,0,2020-01-11t18:23+00:00,thomas,marcusdelafaye,walter,f,29/01/2014, 2  grace  court  flt  2 ,wangaratta,3677.0,vic, 03  4359  1265 ,thomas.walter@yahoo.com
rec-65687,h186491210,11, 4682  44915  2  3 ,,138,51,26,71,183,0,fall,2017-04-20t21:10+00:00,R41912860,14,secondary-school,,,,0,2020-03-17t06:36+00:00,kelsey,annebassett,devericks,f,26/12/2006, 738  osmaston  road  glen  osma ,westbury,7303.0,tas, 03  8295  4452 ,kelsey56@yahoo.com
rec-3842,h104575477,14, 1926  11105  1  3 ,,163,47,17,71,249,0,weight-loss,2018-01-19t01:43+00:00,R05447775,16,senior-secondary-school,casual-worker,0.0, 2181  3254  8604  4802 ,3,2020-04-15t22:26+00:00,marques,dupree,smith,m,19/07/2004, 42  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  9452  7184 ,rdboqirqks@mail.com.au
rec-27082,e186251043,13, 2156  74651  1  2 ,,144,-99,33,70,153,0,fall,2017-10-20t12:52+00:00,R42603185,16,senior-secondary-school,casual-worker,0.0, 1177  4085  6091  0224 ,3,2020-02-15t24:18+00:00,raheem,brandon,anderson,m,06/03/2004, 529  rawdon  island  road  bindaree , rawdon  island ,2446.0,nsw, 02  6515  4299 ,anderson.raheem@mail.com
rec-93266,a129219492,10, 2827  66355  1  2 ,,140,38,19,73,173,0,drowsiness,2017-04-22t10:22+00:00,R92219429,13,secondary-school,,0.0,,0,2020-02-16t11:55+00:00,herman,james,hall,f,11/10/2007, 1  old  beaconsfield  road  loyola  park ,emerald,3782.0,vic, 03  3725  9001 ,herman90@yahoo.com
rec-16181,g145217475,15, 4607  74716  1  3 ,,162,51,19,74,161,0,torn-ligaments,2019-06-25t24:05+00:00,R74451257,16,senior-secondary-school,casual-worker,0.0, 1150  4190  3035  5300 ,3,2020-03-22t03:38+00:00,ronald,lee,mohamed,f,02/09/2004, 150  queen  street  allamanda  hospital ,southport,4215.0,qld, 07  7389  6958 ,ronald.mohamed@yahoo.com
rec-11330,c130891029,7, 4303  98471  2  3 ,,118,30,21,72,190,0,ankle-swelling,2020-04-08t24:38+00:00,R32901098,7,primary-school,,-9999.0,,0,2020-05-04t06:32+00:00,luther,michael,dunham,m,07/10/2013, 8  wattle  street  hopetoun  quays ,birchgrove,2041.0,nsw, 02  3374  6715 ,luther.dunham@gmail.com
rec-44040,e118272810,16, 7634  24970  2  2 ,,168,55,19,76,155,1,left-knee-replacement-surgery,2018-12-14t15:25+00:00,R21078218,18,senior-secondary-school,casual-worker,0.0, 8695  8395  3867  7265 ,1,2020-07-09t15:29+00:00,joseph,ray,yates,m,27/09/2002, 1156  padman  drive  alpine  orthosport ,albury,2640.0,nsw, 02  2575  7855 ,yates90@hotmail.com
rec-63015,b181979844,16, 9830  18558  2  3 ,,176,69,22,70,178,0,diarrhea,2019-09-26t20:24+00:00,R48914798,17,senior-secondary-school,casual-worker,, 3175  5339  0715  3664 ,2,2020-07-15t16:36+00:00,frederick,d,watson,m,02/02/2003, 9  jardine  street  kingston  tower ,kingston,2604.0,act, 02  9112  7697 ,frederick.watson@gmail.com
